type,A,B,C,D,a,b,c,d,e
1,158.3756449,110.7621721,69.23782788,135.195345,102.7251529,9.366661129,136.7922734,62.68457833,127.7902169
1,120.4553985,81.56792459,98.43207541,119.9179053,31.70359845,74.00310052,75.95519472,51.42588341,55.15475896
1,151.1173261,100.6043552,79.39564484,100.3757596,40.6484212,38.37400527,86.23006813,77.91085919,66.20609053
1,139.5261135,96.205089,83.794911,115.3049758,61.16745079,26.6589586,128.6627602,45.39228086,97.56710276
1,159.4601333,89.72196377,90.27803623,107.6336707,48.29383135,46.51394578,84.75837412,69.77091868,71.15649249
1,153.0710145,74.13390488,105.8660951,98.5715433,54.58696774,41.26383489,117.0135391,44.70248779,88.82618311
1,130.4343059,108.3485484,71.65145156,116.8140412,29.26350897,57.68304968,69.45923066,76.46357749,48.91332756
1,129.1123609,71.92767785,108.0723221,111.2609429,31.70359845,74.4,79.94398039,49.6,55.15475896
1,132.8492241,102.752538,77.24746199,97.93270635,36.4101178,35.46955122,95.047183,72.01393733,66.64643337
1,118.5140241,82.60554112,97.39445888,128.734323,29.26350897,81.69788268,64.40458811,56.77310491,48.91332756
1,140.8117793,130.1054353,49.89456475,97.15667449,32.71835922,19.71540419,101.8599397,103.505872,57.68428194
1,152.7122317,82.13666744,97.86333256,75.47373612,38.04789395,38.49890211,86.53035593,78.16443761,70.52787994
1,142.1726187,81.04988009,98.95011991,109.4699391,54.58696774,43.74764554,118.669033,38.79508189,88.82618311
1,158.3756449,70.54769095,109.4523091,135.195345,102.7251529,56.19996677,135.6521298,15.85127268,127.7902169
1,151.1787914,106.7122237,73.28777628,126.3954434,80.48265053,14.41024789,133.5499673,57.64099156,110.7038371
1,142.1726187,68.35180913,111.6481909,109.4699391,54.58696774,57.7799092,126.1198044,24.76281823,88.82618311
1,121.1310612,116.9888761,63.01112387,126.1172859,29.26350897,58.90341739,72.45241431,78.08127422,48.91332756
1,158.3756449,83.98722274,96.01277726,135.195345,102.7251529,40.34869409,128.6165486,31.70254536,127.7902169
1,121.1310612,80.3697284,99.6302716,126.1172859,29.26350897,80.82096805,65.48478408,56.16372356,48.91332756
1,140.8117793,139.2012658,40.79873422,97.15667449,32.71835922,7.39327657,119.235018,115.8279996,57.68428194
1,113.3626675,124.2132881,55.78671191,133.8856796,29.26350897,61.22157619,75.11615163,81.15418239,48.91332756
1,125.0966506,76.94584563,103.0541544,122.1516965,29.26350897,79.84025946,67.08877236,55.4822142,48.91332756
1,133.2129776,96.14305414,83.85694586,93.37598253,39.15520196,32.44875544,102.1225042,65.8808065,73.12615871
1,119.9845552,95.02366941,84.97633059,162.0031973,114.5396854,43.26331893,126.1671092,30.06434028,85.68230294
1,127.9489785,72.94654453,107.0534555,95.05174558,41.97041634,51.44407536,117.6109389,35.74927271,79.65303968
1,138.232362,62.76320888,117.2367911,115.5950603,27.43040006,85.22616752,65.21281428,56.81744501,44.03129312
1,104.4101878,130.5637578,49.43624224,150.4209014,61.16745079,31.74836579,141.3808281,54.05802824,97.56710276
1,140.8117793,71.83258794,108.1674121,97.15667449,32.71835922,65.30727636,81.9961699,57.91399979,57.68428194
1,135.1343807,105.0536749,74.94632508,98.51530222,34.80365133,37.53701371,89.72642341,76.21151269,62.78731101
1,119.9845552,94.35958142,85.64041858,162.0031973,114.5396854,43.99659553,126.0471536,29.33106368,85.68230294
1,104.5104219,86.95761577,93.04238423,149.3170004,27.43040006,100.79949,49.09325223,67.19965999,44.03129312
1,119.041762,123.3129359,56.68706411,162.9459905,85.68230294,40.77104368,129.8344991,44.16863066,114.5396854
1,142.5988895,65.52305371,114.4769463,150.0665411,102.8223472,66.57633499,113.692359,29.91110703,82.20784537
1,147.407356,61.20730541,118.7926946,145.2580746,102.8223472,67.38341813,116.6578762,30.27370959,82.20784537
1,139.8089569,99.79012034,80.20987966,92.85221524,35.33539599,37.64047434,88.07752032,76.42156911,64.07095518
1,138.8054443,96.91051448,83.08948552,116.025645,61.16745079,26.64841915,128.8959536,45.37433531,97.56710276
1,122.680523,112.7021056,67.29789439,132.1505663,61.16745079,27.53955911,134.2176336,46.89168172,97.56710276
1,140.8117793,138.4152381,41.58476186,97.15667449,32.71835922,8.625489331,117.3804701,114.5957868,57.68428194
1,135.8423896,64.98310652,115.0168935,116.2367633,27.87743181,84,66.21178143,56,45.24052901
1,125.4827071,74.92545925,105.0745407,95.00377162,44.26410172,46.54593946,124.9201952,32.34548335,84.90119118
1,152.4441154,102.2029122,77.79708785,136.305585,78.27656482,35.19727642,128.5878754,38.13038279,129.5152084
1,121.2320057,85.91301253,94.08698747,166.7801034,107.5621064,60.89512581,111.3719134,27.35867971,83.58538058
1,136.0636763,65.5888719,114.4111281,101.9047775,32.71835922,72.77734605,86.91545279,48.5182307,57.68428194
1,126.8603906,115.499288,64.50071201,155.1273619,85.68230294,37.89666472,129.3278004,41.05472012,114.5396854
1,155.7122317,79.8059315,100.1940685,72.47373612,38.04789395,39.8051923,84.2334723,80.81660255,70.52787994
1,165.54706,69.6903067,110.3096933,61.04190017,39.15520196,44.67051771,78.64539542,90.69468747,73.12615871
1,130.0815103,71.09716893,108.9028311,107.8869435,32.71835922,72.06318909,84.48624962,48.04212606,57.68428194
1,132.2610335,105.2037733,74.7962267,113.5030141,29.73936397,56.76,70.4663778,75.24,50.15078949
1,133.9736798,66.18948925,113.8105108,119.8537425,27.43040006,85.30468565,63.31810349,56.86979044,44.03129312
1,149.0117606,55.78711473,124.2128853,98.23658654,29.26350897,82.20437128,76.75813329,57.12507157,48.91332756
1,96.23904984,101.2700594,78.72994057,141.7294039,32.71835922,84.39208746,69.59484734,56.26139164,57.68428194
1,158.3756449,93.64256608,86.35743392,135.195345,102.7251529,29.54100818,128.1678966,42.51023128,127.7902169
1,169.5608439,67.24508805,112.7549119,57.02811631,39.15520196,48.1382467,74.21954422,97.73522814,73.12615871
1,155.3913283,85.55531908,94.44468092,91.85701878,29.26350897,62.26792086,61.25772736,82.54119742,48.91332756
1,153.1942821,56.00084595,123.9991541,139.4711485,102.8223472,69.03412877,120.3680642,31.01533321,82.20784537
1,163.9340148,78.07488057,101.9251194,83.31433228,29.26350897,67.09549617,57.92941867,88.94054144,48.91332756
1,134.4533323,104.6283077,75.37169234,112.7950148,29.26350897,57.63575928,68.1924449,76.40089021,48.91332756
1,160.3337248,81.19322647,98.80677353,86.91462229,29.26350897,64.7958492,59.39099926,85.89217219,48.91332756
1,127.9274584,107.5634178,72.43658218,126.9036309,61.16745079,27.00553424,132.4414027,45.98239613,97.56710276
1,108.2182845,84.85413961,95.14586039,145.6091378,27.43040006,97.03527312,51.1318935,64.69018208,44.03129312
1,120.6425178,87.10246803,92.89753197,164.7201988,110.5071123,56.45397491,117.4847192,25.36338003,84.46067024
1,139.5261135,101.866298,78.13370204,115.3049758,61.16745079,20.17434705,130.7020614,51.87689241,97.56710276
1,150.7122317,83.73169411,96.26830589,77.47373612,38.04789395,37.73068424,87.98800659,76.60472255,70.52787994
1,125.2823676,134.2318016,45.76819836,112.6860861,32.71835922,22.82000988,111.5523035,97.28530527,57.68428194
1,144.2916141,62.99822896,117.001771,111.1826279,56.76915577,64.3833274,131.565797,18.15940004,90.18365043
1,139.6290729,62.29945924,117.7005408,98.33938083,32.71835922,73.59412066,88.39854646,49.0627471,57.68428194
1,158.3756449,98.11132184,81.88867816,135.195345,102.7251529,24.49742141,129.2015309,47.55381804,127.7902169
1,140.8117793,117.7406798,62.25932017,97.15667449,32.71835922,32.0375318,88.02604015,91.18374436,57.68428194
1,118.128679,124.2253876,55.77461242,163.8590735,85.68230294,41.18706913,129.8990081,44.61932489,114.5396854
2,158.3756449,77.08773343,102.9122666,135.195345,102.7251529,48.27433043,131.227267,23.77690902,127.7902169
2,105.6411623,107.6521504,147.8861066,72.34784959,115.288536,38.14848567,93.31051588,74.05294276,93.31051588
2,103.6505192,118.6017852,132.0654506,61.39821477,89.14780126,25.29014521,110.9052554,75.87043563,110.9052554
2,81.69683724,110.9360192,130.6104479,69.06398076,86.23404526,77.87395206,96.45541764,77.87395206,96.45541764
2,87,90,126,90,61.80339887,96.59258263,25.88190451,96.59258263,25.88190451
2,142,90,126,90,61.80339887,34.20201433,93.96926208,34.20201433,93.96926208
2,138.5,90,126,90,61.80339887,39.87490689,91.70600744,39.87490689,91.70600744
2,121,101.684797,119.315203,78.31520296,70.04147625,46.06608311,79.91696826,78.43684422,79.91696826
2,123.5,101.684797,114.315203,78.31520296,61.80339887,46.06608311,79.91696826,78.43684422,79.91696826
2,105.5717089,116.8857827,128.145943,63.11421727,71.73701201,25.85286237,111.163819,63.2949389,111.163819
2,103.6505192,88.50230135,162.1649345,91.49769865,89.14780126,80.92846468,97.40454764,20.23211617,97.40454764
2,59.16141492,139.177123,144.778599,40.82287699,114.2305162,45.98382506,148.7572477,89.26271923,148.7572477
2,103.6505192,110.7582886,139.9089473,69.24171139,89.14780126,41.47583815,104.1310485,59.6847427,104.1310485
2,136.5,90,126,90,61.80339887,43.05110968,90.25852843,43.05110968,90.25852843
2,93.4493229,88.11494299,150.9546855,91.88505701,89.14780126,97.08567627,81.99441413,54.6106929,81.99441413
2,83.91575641,127.5218242,141.4245455,52.47817579,86.75211754,32.02962106,125.2802817,65.0298367,125.2802817
2,116.1155709,96.6349433,128.9033137,83.3650567,66.03652569,56.10071421,89.51653403,56.10071421,89.51653403
2,83.03433244,129.5470753,146.1621423,50.45292466,86.75211754,29.18942873,126.6813547,59.26338561,126.6813547
2,100.4133579,118.6017852,109.0654506,61.39821477,49.4510226,25.29014521,110.9052554,75.87043563,110.9052554
2,108.4623847,111.7962074,135.6244476,68.20379257,94.67260876,32.43086981,101.016795,72.18483925,101.016795
2,124.8406078,104.3418912,110.0762775,75.65810883,56.02864642,39.5970619,85.78062949,76.86488487,85.78062949
2,95,90,126,90,61.80339887,92.05048535,39.07311285,92.05048535,39.07311285
2,103.6505192,110.7582886,139.9089473,69.24171139,89.14780126,41.47583815,104.1310485,59.6847427,104.1310485
2,88.08227958,122.8945517,131.2804161,57.1054483,83.06673186,37.15866542,118.3490843,75.443351,118.3490843
2,102.7370604,115.5771324,116.2804957,64.4228676,77.64532068,42.98177614,91.83344452,95.66911462,91.83344452
2,126.5,90,126,90,61.80339887,58.07029557,81.41155184,58.07029557,81.41155184
2,108.5,90,126,90,61.80339887,80.38568606,59.48227868,80.38568606,59.48227868
2,106.3734266,113.7724454,116.6309637,66.22755464,76.08299134,41.43705882,90.80453676,92.23087286,90.80453676
2,90.75277754,86.17279448,151.2899247,93.82720552,89.14780126,103.318501,77.59171437,58.11665679,77.59171437
2,116.9259417,96.75293193,129.1645835,83.24706807,66.03652569,54.54065297,90.47550593,54.54065297,90.47550593
2,123.5,101.3076292,127.6923708,78.6923708,82.93864853,36.03450997,86.48358056,69.94934288,86.48358056
2,136.5,102.1121008,112.8878992,77.88789924,60.1411599,24.54878422,91.92576934,63.12544514,91.92576934
2,117,101.3076292,140.6923708,78.6923708,103.007615,36.03450997,86.48358056,69.94934288,86.48358056
2,80.57339915,126.3834888,121.5233432,53.61651119,97.05945776,49.01083235,112.5330422,109.0886269,112.5330422
2,82.05778995,124.2546613,123.4076413,55.74533867,86.75211754,46.26000064,115.9017108,93.92181948,115.9017108
2,103.6505192,103.1476038,147.5196321,76.85239623,89.14780126,55.63831946,99.9923391,45.52226138,99.9923391
2,108.5198826,112.6884975,122.6034863,67.31150251,77.64532068,35.92673332,98.3488407,79.96595482,98.3488407
2,113.4214393,110.3658349,122.8843075,69.63416512,67.23720818,31.79412821,102.0747986,64.55171486,102.0747986
2,103.6505192,100.2948245,150.3724113,79.70517546,89.14780126,60.69634851,98.96448278,40.46423234,98.96448278
2,105.3032612,105.2825204,136.7492054,74.71747963,66.51163504,49.0312907,102.7827111,40.11651057,102.7827111
2,123,103.7050063,138.2949937,76.29499367,103.007615,21.91855734,92.51340731,65.75567202,92.51340731
2,121.5,91.82239004,128.17761,88.17760996,68.40402867,59.76140512,78.3004193,64.74152221,78.3004193
2,79.48904077,135.2185994,156.5812015,44.78140056,86.75211754,24.28003607,128.767719,49.29583082,128.767719
2,85.5,90,126,90,61.80339887,97.23699204,23.34453639,97.23699204,23.34453639
2,48.80365821,146.328617,152.0766806,33.67138303,146.7576277,53.61922794,170.330458,108.863281,170.330458
2,82.77788253,130.0357819,147.1863356,49.96421815,86.75211754,28.62819879,126.9411159,58.12391875,126.9411159
2,126.7460586,103.5133019,111.0939653,76.48669813,56.02864642,37.60071845,87.50701387,72.98962992,87.50701387
2,112.3415587,103.1162189,145.5933966,76.88378114,110.5903484,36.58525503,88.33862348,71.01843624,88.33862348
2,83.86883211,81.12391752,153.1066925,98.87608248,89.14780126,116.8774316,65.886737,65.74355529,65.886737
2,100.4133579,118.6017852,109.0654506,61.39821477,49.4510226,25.29014521,110.9052554,75.87043563,110.9052554
2,119.6729111,107.8626411,122.0875838,72.13735892,60.50209424,28.1891894,102.1510752,54.72019119,102.1510752
2,123.5,99.92601767,116.0739823,80.07398233,61.80339887,48.55614166,79.45009199,75.94678567,79.45009199
2,84.25370338,125.8546844,136.4157913,54.14531557,86.75211754,35.47806689,123.3795012,72.03122672,123.3795012
2,120.5,101.3076292,133.6923708,78.6923708,92.34972265,36.03450997,86.48358056,69.94934288,86.48358056
2,103.4208168,109.5022905,153.5294352,70.49770947,102.8573013,41.00798858,105.1826179,48.13981268,105.1826179
2,103.6505192,84.35352548,166.3137104,95.64647452,89.14780126,88.00970533,97.84602864,13.15087551,97.84602864
2,105.2139835,111.7962074,145.6244476,68.20379257,111.1056024,32.43086981,101.016795,72.18483925,101.016795
2,163.7256111,86.12165351,108.2800992,93.87834649,57.50291156,23.87376867,84.25042979,48.47098487,84.25042979
2,98.13021278,91.766399,150.9414497,88.233601,89.14780126,84.62967623,89.4218797,47.60419288,89.4218797
2,97.44451547,91.18995973,150.8892836,88.81004027,89.14780126,86.61474322,88.3462564,48.72079306,88.3462564
2,103.6505192,116.2576911,134.4095448,63.74230895,89.14780126,30.34817425,108.5747335,70.81240659,108.5747335
2,96.03218315,90.05799699,150.845911,89.94200301,89.14780126,90.51243673,86.12036968,50.91324566,86.12036968
2,105.1073718,109.5022905,144.5294352,70.49770947,87.4157022,41.00798858,105.1826179,48.13981268,105.1826179
2,131,90,126,90,61.80339887,51.50380749,85.71673007,51.50380749,85.71673007
2,105.3032612,115.6430015,126.3887243,64.35699854,66.51163504,28.5272964,109.980275,60.62050486,109.980275
2,104.2539538,114.8037754,125.8634605,65.19622463,71.73701201,33.38299168,107.2666365,67.77758917,107.2666365
2,96.85397429,121.0496386,153.358963,58.95036137,77.23182471,30.88943616,112.3670002,30.88943616,112.3670002
2,87.49508898,107.7742453,129.9376114,72.2257547,80.56511499,74.79527278,93.02508893,74.79527278,93.02508893
2,136.5,103.7050063,111.2949937,76.29499367,60.1411599,21.91855734,92.51340731,65.75567202,92.51340731
2,107.787261,113.0003067,121.7569203,66.99969334,77.64532068,36.90349497,97.54053286,82.1400372,97.54053286
2,125,90,126,90,61.80339887,60.18150232,79.863551,60.18150232,79.863551
2,106.9081289,111.7962074,140.6244476,68.20379257,102.9751721,32.43086981,101.016795,72.18483925,101.016795
2,100.9753946,110.7946023,149.4973815,69.20539769,119.0435322,39.40351397,97.06079413,76.48917417,97.06079413
2,120.4154282,97.45819114,130.4803513,82.54180886,66.03652569,47.33050413,94.44746359,47.33050413,94.44746359
2,130.990584,101.8138122,113.3044041,78.1861878,56.02864642,32.94569452,91.07661933,63.95340701,91.07661933
2,83.08309388,110.1683459,130.4482447,69.83165412,84.78158621,77.09635215,95.59368434,77.09635215,95.59368434
2,103.411059,110.12454,152.2961151,69.87546003,119.0435322,35.56934108,99.89397473,69.04636797,99.89397473
2,134.5,90,126,90,61.80339887,46.17486132,88.70108332,46.17486132,88.70108332
2,103.7896168,118.6017852,131.0654506,61.39821477,87.4157022,25.29014521,110.9052554,75.87043563,110.9052554
2,81.63482413,124.3236946,122.1845397,55.67630542,86.75211754,47.35881285,114.9971753,96.15274123,114.9971753
2,119.3030526,108.3041486,124.6460763,71.69585137,65.72163563,27.36009559,102.4084286,55.54928499,102.4084286
2,96.66916177,107.3815695,124.5223384,72.61843049,73.48180142,63.64155708,90.24105024,77.78412532,90.24105024
2,103.6505192,103.7107473,146.9564886,76.28925269,89.14780126,54.62671366,100.2272805,46.53386719,100.2272805
2,136.5,96.67642156,118.3235784,83.32357844,60.1411599,33.31620716,90.49307637,54.3580222,90.49307637
2,103.6505192,102.0136169,148.6536189,77.98638306,89.14780126,57.66153108,99.5516358,43.49904976,99.5516358
2,123,103.7050063,138.2949937,76.29499367,103.007615,21.91855734,92.51340731,65.75567202,92.51340731
2,138,90,126,90,61.80339887,40.67366431,91.35454576,40.67366431,91.35454576
2,102.3253936,109.6898193,118.7594419,70.31018072,70.04566749,53.48429473,89.79969637,83.65492252,89.79969637
2,139,103.7050063,106.2949937,76.29499367,51.76380902,21.91855734,92.51340731,65.75567202,92.51340731
2,101,90,126,90,61.80339887,87.46197071,48.48096202,87.46197071,48.48096202
2,105.3032612,98.8864337,143.145292,81.1135663,66.51163504,60.62050486,100.3526825,28.5272964,100.3526825
2,103.6505192,103.7107473,146.9564886,76.28925269,89.14780126,54.62671366,100.2272805,46.53386719,100.2272805
2,111.1426404,111.7962074,124.6244476,68.20379257,75.91811398,32.43086981,101.016795,72.18483925,101.016795
2,130.5225024,101.9916326,113.062747,78.00836741,56.02864642,33.47345009,90.70229538,64.9778737,90.70229538
2,107.4143503,107.3173134,118.0860957,72.68268658,67.45674561,52.13049336,87.04581043,81.53743833,87.04581043
2,126.2706267,103.7161004,110.8420306,76.28389962,56.02864642,38.10418507,87.08323457,73.96694749,87.08323457
2,132.5,103.7050063,119.2949937,76.29499367,73.30024534,21.91855734,92.51340731,65.75567202,92.51340731
2,83.26217537,129.0880907,145.1654411,50.9119093,86.75211754,29.75333146,126.414724,60.40827902,126.414724
2,94.5,90,126,90,61.80339887,92.38795325,38.26834324,92.38795325,38.26834324
2,123.4055467,104.9945708,109.2937201,75.00542917,56.02864642,41.06285569,84.43227782,79.71024928,84.43227782
3,97.31205766,113.2543218,150.7688476,66.74567824,122.3095495,40.49818772,100.1983545,78.6141291,100.1983545
3,120,103.0039119,120,120,66.66145813,66.66145813,22.5,75,52.5
3,120,104.2535777,120,120,67.01492371,67.01492371,21,75,54
3,120,104.8733337,120,120,67.20351553,67.20351553,20.25,75,54.75
3,120,105.4895494,120,120,67.39992582,67.39992582,19.5,75,55.5
3,120,106.1021138,120,120,67.60408641,67.60408641,18.75,75,56.25
3,120,106.7109203,120,120,67.81592733,67.81592733,18,75,57
3,120,107.3158673,120,120,68.03537683,68.03537683,17.25,75,57.75
3,120,107.9168579,120,120,68.26236152,68.26236152,16.5,75,58.5
3,120,108.5137997,120,120,68.49680649,68.49680649,15.75,75,59.25
3,120,109.1066054,120,120,68.73863542,68.73863542,15,75,60
3,120,109.695192,120,120,68.98777066,68.98777066,14.25,75,60.75
3,120,110.2794817,120,120,69.24413333,69.24413333,13.5,75,61.5
3,120,110.8594011,120,120,69.50764346,69.50764346,12.75,75,62.25
3,120,111.4348817,120,120,69.7782201,69.7782201,12,75,63
3,120,112.0058593,120,120,70.05578135,70.05578135,11.25,75,63.75
3,120,112.5722747,120,120,70.34024453,70.34024453,10.5,75,64.5
3,120,113.1340728,120,120,70.63152625,70.63152625,9.75,75,65.25
3,120,113.6912032,120,120,70.92954251,70.92954251,9,75,66
3,120,114.2436199,120,120,71.23420878,71.23420878,8.25,75,66.75
3,120,114.7912809,120,120,71.54544011,71.54544011,7.5,75,67.5
3,120,115.3341487,120,120,71.8631512,71.8631512,6.75,75,68.25
3,120,115.8721897,120,120,72.18725649,72.18725649,6,75,69
3,120,116.4053744,120,120,72.51767026,72.51767026,5.25,75,69.75
3,120,116.9336771,120,120,72.85430667,72.85430667,4.5,75,70.5
3,120,117.4570761,120,120,73.19707986,73.19707986,3.75,75,71.25
3,120,117.9755531,120,120,73.54590403,73.54590403,3,75,72
3,120,118.4890935,120,120,73.9006935,73.9006935,2.25,75,72.75
3,120,118.9976861,120,120,74.26136277,74.26136277,1.5,75,73.5
3,120,103.6303971,120,120,66.83421654,66.83421654,21.75,75,53.25
3,120,102.3742469,120,120,66.49671044,66.49671044,23.25,75,51.75
3,120,101.741531,120,120,66.34003316,66.34003316,24,75,51
3,120,101.1058973,120,120,66.19148359,66.19148359,24.75,75,50.25
3,120,100.4674832,120,120,66.05111657,66.05111657,25.5,75,49.5
3,120,99.82642982,120,120,65.91898437,65.91898437,26.25,75,48.75
3,120,99.18288229,120,120,65.7951366,65.7951366,27,75,48
3,120,98.53698931,120,120,65.67962013,65.67962013,27.75,75,47.25
3,120,97.88890305,120,120,65.57247898,65.57247898,28.5,75,46.5
3,120,97.23877895,120,120,65.47375428,65.47375428,29.25,75,45.75
3,120,96.58677555,120,120,65.38348415,65.38348415,30,75,45
3,120,95.93305424,120,120,65.30170365,65.30170365,30.75,75,44.25
3,120,95.27777906,120,120,65.22844472,65.22844472,31.5,75,43.5
3,120,94.62111643,120,120,65.16373608,65.16373608,32.25,75,42.75
3,120,93.96323497,120,120,65.10760324,65.10760324,33,75,42
3,120,93.30430518,120,120,65.0600684,65.0600684,33.75,75,41.25
3,120,92.64449923,120,120,65.02115041,65.02115041,34.5,75,40.5
3,120,91.98399068,120,120,64.99086474,64.99086474,35.25,75,39.75
3,120,91.32295419,120,120,64.96922348,64.96922348,36,75,39
3,120,90.66156527,120,120,64.95623527,64.95623527,36.75,75,38.25
3,120,90,120,120,64.95190528,64.95190528,37.5,75,37.5
3,120,89.33843473,120,120,64.95623527,64.95623527,38.25,75,36.75
3,120,88.67704581,120,120,64.96922348,64.96922348,39,75,36
3,120,88.01600932,120,120,64.99086474,64.99086474,39.75,75,35.25
3,120,87.35550077,120,120,65.02115041,65.02115041,40.5,75,34.5
3,120,86.69569482,120,120,65.0600684,65.0600684,41.25,75,33.75
3,120,86.03676503,120,120,65.10760324,65.10760324,42,75,33
3,120,85.37888357,120,120,65.16373608,65.16373608,42.75,75,32.25
3,120,84.72222094,120,120,65.22844472,65.22844472,43.5,75,31.5
3,120,84.06694576,120,120,65.30170365,65.30170365,44.25,75,30.75
3,120,83.41322445,120,120,65.38348415,65.38348415,45,75,30
3,120,82.76122105,120,120,65.47375428,65.47375428,45.75,75,29.25
3,120,82.11109695,120,120,65.57247898,65.57247898,46.5,75,28.5
3,120,81.46301069,120,120,65.67962013,65.67962013,47.25,75,27.75
3,120,80.81711771,120,120,65.7951366,65.7951366,48,75,27
3,120,80.17357018,120,120,65.91898437,65.91898437,48.75,75,26.25
3,120,79.53251682,120,120,66.05111657,66.05111657,49.5,75,25.5
3,120,78.89410268,120,120,66.19148359,66.19148359,50.25,75,24.75
3,120,78.258469,120,120,66.34003316,66.34003316,51,75,24
3,120,77.62575307,120,120,66.49671044,66.49671044,51.75,75,23.25
3,120,76.99608806,120,120,66.66145813,66.66145813,52.5,75,22.5
3,120,76.36960292,120,120,66.83421654,66.83421654,53.25,75,21.75
3,120,75.74642226,120,120,67.01492371,67.01492371,54,75,21
3,120,75.12666626,120,120,67.20351553,67.20351553,54.75,75,20.25
3,120,74.51045057,120,120,67.39992582,67.39992582,55.5,75,19.5
3,120,73.89788625,120,120,67.60408641,67.60408641,56.25,75,18.75
3,120,73.28907971,120,120,67.81592733,67.81592733,57,75,18
3,120,72.68413266,120,120,68.03537683,68.03537683,57.75,75,17.25
3,120,72.0831421,120,120,68.26236152,68.26236152,58.5,75,16.5
3,120,71.48620026,120,120,68.49680649,68.49680649,59.25,75,15.75
3,120,70.89339465,120,120,68.73863542,68.73863542,60,75,15
3,120,70.30480799,120,120,68.98777066,68.98777066,60.75,75,14.25
3,120,69.7205183,120,120,69.24413333,69.24413333,61.5,75,13.5
3,120,69.14059888,120,120,69.50764346,69.50764346,62.25,75,12.75
3,120,68.56511834,120,120,69.7782201,69.7782201,63,75,12
3,120,67.99414069,120,120,70.05578135,70.05578135,63.75,75,11.25
3,120,67.42772534,120,120,70.34024453,70.34024453,64.5,75,10.5
3,120,66.86592722,120,120,70.63152625,70.63152625,65.25,75,9.75
3,120,66.30879678,120,120,70.92954251,70.92954251,66,75,9
3,120,65.75638013,120,120,71.23420878,71.23420878,66.75,75,8.25
3,120,65.2087191,120,120,71.54544011,71.54544011,67.5,75,7.5
